CustomerID,No,cnt
12355,312,1
12355,352,1
12355,368,1
12356,16,1
12356,18,2
12356,19,1
12356,40,1
12356,71,1
12356,281,1
12356,282,1
12356,305,1
12356,312,1
12356,326,1
12356,352,3
12356,368,1
12356,384,1
12356,386,1
12356,389,2
12356,394,1
12356,406,1
12356,408,1
12356,409,1
12356,411,1
12356,414,1
12356,415,1
12356,441,1
12357,21,1
12357,23,1
12357,24,1
12357,62,1
12357,63,1
12357,65,1
12357,66,1
12357,67,1
12357,92,1
12357,113,1
12357,120,1
12357,139,1
12357,140,1
12357,145,1
12357,156,1
12357,175,1
12357,178,1
12357,284,1
12357,295,1
12357,310,1
12357,340,1
12357,343,1
12357,351,1
12357,352,1
12357,360,1
12357,361,1
12357,389,1
12357,432,1
12357,441,1
12357,443,1
12357,444,1
12357,462,1
12358,71,1
12358,105,1
12358,113,2
12358,114,2
12358,326,2
12358,437,1
12359,21,1
12359,23,1
12359,24,1
12359,99,1
12359,105,1
12359,106,1
12359,108,2
12359,135,1
12359,142,1
12359,146,2
12359,173,1
12359,178,1
12359,185,1
12359,186,1
12359,187,1
12359,188,1
12359,193,1
12359,195,1
12359,196,2
12359,201,1
12359,204,1
12359,206,1
12359,207,1
12359,211,1
12359,213,1
12359,215,2
12359,229,1
12359,239,1
12359,241,1
12359,260,1
12359,264,1
12359,274,1
12359,275,1
12359,283,1
12359,293,1
12359,312,1
12359,315,1
12359,318,1
12359,321,1
12359,332,3
12359,352,5
12359,353,2
12359,354,2
12359,355,2
12359,356,2
12359,357,2
12359,358,2
12359,368,3
12359,377,1
12359,379,1
12359,387,3
12359,391,3
12359,395,1
12359,398,1
12359,431,1
12359,435,1
12359,447,1
12359,458,2
12359,462,1
12359,464,1
12359,471,3
12359,482,1
12360,40,1
12360,48,1
12360,49,2
12360,53,1
12360,56,1
12360,64,1
12360,69,1
12360,77,1
12360,78,2
12360,83,1
12360,84,1
12360,104,1
12360,128,1
12360,136,1
12360,147,1
12360,149,1
12360,196,1
12360,199,1
12360,203,1
12360,206,1
12360,242,3
12360,253,1
12360,304,1
12360,310,2
12360,313,1
12360,315,1
12360,317,1
12360,318,1
12360,319,1
12360,320,2
12360,326,3
12360,340,3
12360,342,1
12360,345,2
12360,359,1
12360,362,1
12360,369,3
12360,370,3
12360,384,1
12360,385,1
12360,411,1
12360,414,1
12360,415,1
12360,432,1
12360,439,3
12360,444,1
12360,450,1
12361,91,1
12361,104,1
12361,235,1
12361,236,1
12361,240,1
12361,318,1
12361,326,1
12361,369,1
12361,370,1
12361,434,1
12362,6,1
12362,21,2
12362,23,2
12362,24,3
12362,39,1
12362,40,1
12362,55,2
12362,66,1
12362,69,2
12362,72,1
12362,77,1
12362,78,1
12362,91,2
12362,102,1
12362,104,5
12362,105,1
12362,107,1
12362,110,1
12362,113,2
12362,122,1
12362,128,2
12362,136,2
12362,186,1
12362,196,1
12362,204,2
12362,206,1
12362,210,2
12362,211,1
12362,215,1
12362,224,1
12362,229,2
12362,230,2
12362,232,3
12362,235,2
12362,236,2
12362,237,2
12362,238,2
12362,239,2
12362,240,3
12362,241,4
12362,242,3
12362,253,1
12362,261,1
12362,262,1
12362,273,1
12362,275,2
12362,286,1
12362,293,1
12362,299,1
12362,301,1
12362,303,1
12362,308,1
12362,314,1
12362,317,2
12362,318,1
12362,319,1
12362,320,3
12362,325,1
12362,326,10
12362,331,1
12362,344,1
12362,348,1
12362,350,1
12362,352,1
12362,353,1
12362,354,1
12362,357,2
12362,358,1
12362,360,1
12362,362,1
12362,368,2
12362,369,3
12362,370,4
12362,376,1
12362,379,1
12362,384,1
12362,391,2
12362,398,1
12362,407,1
12362,411,1
12362,413,1
12362,427,1
12362,431,1
12362,432,1
12362,434,6
12362,439,1
12362,460,1
12363,9,1
12363,17,1
12363,18,1
12363,19,1
12363,56,1
12363,110,1
12363,278,1
12363,279,1
12363,281,1
12363,282,1
12363,404,1
12363,408,1
12363,409,1
12363,410,1
12363,460,1
12364,10,1
12364,11,1
12364,16,1
12364,18,1
12364,50,1
12364,58,2
12364,65,1
12364,66,1
12364,274,1
12364,275,2
12364,278,1
12364,279,1
12364,281,1
12364,282,1
12364,286,1
12364,293,1
12364,311,1
12364,326,4
12364,347,1
12364,361,1
12364,363,2
12364,401,1
12364,402,1
12364,405,2
12364,408,1
12364,409,1
12364,410,1
12364,411,2
12364,414,2
12364,415,2
12364,418,1
12364,432,1
12364,433,1
12364,435,1
12364,486,1
12364,490,1
12364,492,1
12364,493,1
12365,31,1
12365,146,1
12365,247,2
12365,276,1
12365,306,1
12365,312,1
12365,352,1
12365,368,1
12365,394,1
12367,91,1
12367,104,1
12367,326,1
12367,419,1
12367,433,1
12367,434,1
12367,486,1
12370,4,1
12370,8,1
12370,20,1
12370,25,1
12370,26,1
12370,32,2
12370,119,2
12370,124,1
12370,125,1
12370,126,3
12370,127,1
12370,128,1
12370,130,1
12370,132,1
12370,143,1
12370,145,1
12370,148,1
12370,167,1
12370,169,1
12370,170,1
12370,184,1
12370,186,1
12370,287,1
12370,290,1
12370,293,1
12370,300,1
12370,306,1
12370,326,1
12370,338,1
12370,437,1
12370,441,1
12370,467,2
12370,468,1
12371,31,1
12371,122,1
12371,145,1
12371,148,1
12371,152,1
12371,154,1
12371,156,1
12371,157,1
12371,178,1
12371,227,1
12371,235,1
12371,242,1
12371,326,1
12371,352,1
12371,360,1
12371,362,1
12371,373,1
12371,378,1
12372,40,1
12372,91,2
12372,104,3
12372,241,2
12372,251,1
12372,252,1
12372,315,3
12372,317,2
12372,318,2
12372,326,3
12372,369,2
12372,370,3
12372,433,1
12372,434,3
12372,463,1
12372,484,1
12372,490,1
12372,492,1
12372,493,1
12372,495,1
12373,74,1
12373,122,1
12373,199,1
12373,204,1
12373,212,1
12373,215,1
12373,230,1
12373,240,1
12373,316,1
12373,326,1
12373,341,1
12373,369,1
12373,370,1
12373,479,1
12374,13,1
12374,14,1
12374,19,1
12374,64,1
12374,81,1
12374,83,1
12374,119,1
12374,136,1
12374,145,1
12374,148,1
12374,179,1
12374,326,1
12374,352,1
12374,360,1
12374,396,1
12375,74,1
12375,75,1
12375,78,1
12375,193,2
12375,199,1
12375,201,2
12375,203,1
12375,210,2
12375,212,1
12375,214,1
12375,326,2
12375,479,1
12377,21,1
12377,22,1
12377,23,1
12377,24,1
12377,63,1
12377,65,1
12377,68,1
12377,77,1
12377,81,1
12377,91,1
12377,95,1
12377,104,1
12377,120,1
12377,174,1
12377,241,1
12377,251,2
12377,252,2
12377,286,1
12377,309,1
12377,315,1
12377,317,1
12377,318,1
12377,326,1
12377,364,2
12377,369,1
12377,370,1
12377,371,1
12377,411,1
12377,415,1
12377,426,1
12377,432,2
12377,434,1
12377,439,1
12378,21,1
12378,23,1
12378,48,1
12378,49,1
12378,53,1
12378,55,1
12378,78,1
12378,87,1
12378,90,1
12378,91,1
12378,101,1
12378,110,1
12378,111,1
12378,112,1
12378,128,1
12378,140,1
12378,143,1
12378,147,1
12378,149,1
12378,221,1
12378,228,1
12378,229,1
12378,230,1
12378,231,1
12378,234,1
12378,235,1
12378,237,1
12378,241,1
12378,263,1
12378,268,1
12378,270,1
12378,273,1
12378,274,1
12378,276,1
12378,281,1
12378,304,1
12378,308,1
12378,310,1
12378,313,1
12378,340,1
12378,342,1
12378,343,1
12378,344,1
12378,345,1
12378,348,1
12378,349,1
12378,350,1
12378,361,1
12378,369,1
12378,370,1
12378,380,1
12378,386,1
12378,389,1
12378,394,1
12378,403,1
12378,406,1
12378,411,1
12378,414,1
12378,415,1
12378,431,1
12378,434,1
12378,435,1
12378,439,1
12378,456,1
12378,470,1
12378,485,1
12378,493,1
12379,72,1
12379,91,1
12379,95,1
12379,196,1
12379,204,1
12379,229,1
12379,230,1
12379,234,1
12379,235,1
12379,236,1
12379,237,1
12379,239,1
12379,240,1
12379,241,2
12379,242,1
12379,275,1
12379,281,1
12379,315,1
12379,317,1
12379,318,1
12379,320,1
12379,323,1
12379,326,2
12379,340,1
12379,369,1
12379,370,1
12379,411,1
12380,58,1
12380,72,1
12380,74,1
12380,75,1
12380,78,2
12380,110,3
12380,150,2
12380,188,2
12380,195,1
12380,196,2
12380,199,1
12380,202,2
12380,204,2
12380,206,2
12380,207,2
12380,212,2
12380,215,2
12380,225,1
12380,228,1
12380,229,1
12380,230,1
12380,234,2
12380,235,2
12380,236,2
12380,237,1
12380,240,3
12380,278,1
12380,281,1
12380,326,4
12380,330,1
12380,336,1
12380,341,1
12380,344,1
12380,350,2
12380,369,1
12380,370,3
12380,390,1
12380,406,1
12380,410,1
12380,438,1
12380,448,1
12380,479,1
12381,1,1
12381,17,1
12381,55,1
12381,87,2
12381,89,1
12381,104,1
12381,122,2
12381,140,1
12381,191,1
12381,196,1
12381,253,1
12381,278,1
12381,280,1
12381,281,1
12381,284,2
12381,285,1
12381,293,1
12381,326,5
12381,330,2
12381,332,1
12381,350,2
12381,352,3
12381,362,1
12381,381,1
12381,382,2
12381,386,2
12381,387,3
12381,395,1
12381,402,1
12381,407,2
12381,424,1
12381,431,1
12381,434,1
12381,450,1
12381,463,2
12381,481,1
12383,2,1
12383,3,1
12383,4,1
12383,38,1
12383,48,1
12383,49,1
12383,54,1
12383,65,1
12383,78,2
12383,91,1
12383,104,1
12383,140,1
12383,251,1
12383,252,2
12383,253,2
12383,256,1
12383,262,1
12383,271,2
12383,277,1
12383,280,1
12383,281,1
12383,282,1
12383,286,1
12383,304,1
12383,310,1
12383,315,1
12383,316,1
12383,317,1
12383,320,1
12383,324,1
12383,326,5
12383,340,1
12383,342,1
12383,345,2
12383,361,1
12383,369,1
12383,370,1
12383,376,1
12383,384,1
12383,398,1
12383,408,1
12383,409,1
12383,410,1
12383,411,1
12383,414,1
12383,415,1
12383,432,1
12383,434,1
12384,110,1
12384,113,1
12384,156,1
12384,207,1
12384,326,2
12384,330,1
12384,352,1
12384,358,2
12384,369,1
12384,370,1
12384,383,2
12384,391,1
12384,412,1
12384,452,1
12386,31,1
12386,318,1
12386,319,1
12388,55,1
12388,56,1
12388,159,4
12388,161,2
12388,162,2
12388,164,1
12388,175,1
12388,185,1
12388,186,1
12388,187,1
12388,188,2
12388,287,1
12388,288,3
12388,290,1
12388,291,3
12388,293,5
12388,381,1
12388,382,1
12388,383,1
12388,387,4
12388,391,2
12388,397,1
12388,398,2
12388,399,1
12388,407,1
12388,417,3
12388,435,1
12388,436,2
12390,251,1
12390,252,1
12390,253,1
12390,281,1
12390,317,1
12390,318,1
12390,326,1
12390,361,1
12390,369,1
12390,370,1
12390,410,1
12390,411,1
12390,414,1
12390,415,1
12390,433,1
12390,434,1
12390,493,1
12391,48,1
12391,64,1
12391,69,1
12391,83,2
12391,84,1
12391,112,1
12391,117,1
12391,123,1
12391,128,1
12391,165,1
12391,182,1
12391,234,1
12391,235,1
12391,284,1
12391,293,1
12391,305,1
12391,310,1
12391,338,1
12391,340,1
12391,390,1
12391,406,2
12391,435,1
12391,467,1
12393,11,1
12393,40,1
12393,128,1
12393,227,2
12393,230,2
12393,232,1
12393,234,2
12393,235,2
12393,236,2
12393,237,1
12393,240,3
12393,278,1
12393,282,1
12393,301,1
12393,305,1
12393,336,2
12393,337,2
12393,350,1
12393,361,1
12393,395,1
12394,48,1
12394,49,1
12394,91,1
12394,104,1
12394,315,1
12394,317,1
12394,318,1
12394,319,1
12394,326,2
12394,340,1
12394,342,1
12394,345,1
12394,382,1
12394,383,1
12394,391,1
12394,399,1
12394,434,1
12395,19,1
12395,21,3
12395,22,1
12395,23,2
12395,24,3
12395,46,2
12395,66,2
12395,67,1
12395,73,4
12395,74,3
12395,75,3
12395,77,1
12395,104,4
12395,125,1
12395,146,1
12395,204,1
12395,242,2
12395,243,1
12395,249,1
12395,251,1
12395,252,1
12395,258,1
12395,277,2
12395,278,1
12395,279,1
12395,280,1
12395,281,1
12395,312,1
12395,315,1
12395,317,2
12395,323,3
12395,326,12
12395,330,2
12395,332,3
12395,333,2
12395,337,1
12395,341,2
12395,350,2
12395,352,3
12395,359,1
12395,368,1
12395,370,6
12395,384,3
12395,386,1
12395,401,1
12395,431,1
12395,432,3
12395,434,3
12395,439,4
12395,479,5
12397,16,1
12397,21,2
12397,23,1
12397,24,2
12397,40,1
12397,65,1
12397,71,1
12397,77,1
12397,91,1
12397,94,1
12397,104,2
12397,175,1
12397,187,1
12397,210,1
12397,229,1
12397,231,1
12397,232,1
12397,235,1
12397,236,1
12397,238,1
12397,240,1
12397,244,1
12397,246,1
12397,251,1
12397,252,1
12397,253,1
12397,255,1
12397,269,1
12397,271,1
12397,274,1
12397,280,1
12397,284,1
12397,303,1
12397,315,1
12397,317,1
12397,320,1
12397,326,2
12397,338,1
12397,352,2
12397,359,1
12397,362,1
12397,369,1
12397,370,2
12397,374,1
12397,376,1
12397,382,1
12397,387,2
12397,391,2
12397,401,1
12397,407,2
12397,412,1
12397,431,1
12397,432,1
12397,434,1
12397,435,1
12397,439,1
12397,442,1
12397,458,1
12397,462,1
12398,4,1
12398,6,1
12398,16,1
12398,40,1
12398,46,1
12398,51,1
12398,52,1
12398,58,1
12398,78,1
12398,112,1
12398,175,1
12398,196,1
12398,210,1
12398,230,1
12398,244,1
12398,246,1
12398,251,1
12398,252,1
12398,253,1
12398,265,1
12398,268,1
12398,269,1
12398,270,1
12398,273,1
12398,274,1
12398,275,1
12398,277,1
12398,278,1
12398,280,1
12398,281,1
12398,303,1
12398,317,1
12398,326,1
12398,329,1
12398,332,1
12398,346,1
12398,348,1
12398,349,1
12398,350,1
12398,369,1
12398,370,1
12398,378,1
12398,382,1
12398,399,1
12398,401,1
12398,404,1
12398,407,1
12398,438,1
12398,463,1
12398,469,1
12398,470,1
12398,486,1
12398,487,1
12398,489,1
12398,490,1
12398,492,1
12399,11,1
12399,14,1
12399,15,1
12399,16,1
12399,18,1
12399,38,1
12399,41,1
12399,46,2
12399,197,1
12399,227,1
12399,231,1
12399,232,1
12399,235,3
12399,236,1
12399,240,1
12399,243,1
12399,246,1
12399,252,1
12399,253,1
12399,277,2
12399,278,2
12399,280,2
12399,281,2
12399,282,1
12399,294,1
12399,326,4
12399,330,1
12399,337,2
12399,344,2
12399,372,1
12399,381,1
12399,382,1
12399,383,1
12399,403,1
12399,404,1
12399,411,1
12399,414,1
12399,415,1
12399,435,1
12401,113,1
12401,326,1
12401,352,1
12402,104,1
12402,198,1
12402,203,1
12402,207,1
12402,212,1
12402,326,1
12402,370,1
12403,78,1
12403,326,2
12405,16,1
12405,18,1
12405,40,1
12405,47,1
12405,77,1
12405,266,1
12405,269,1
12405,273,1
12405,277,1
12405,278,1
12405,279,1
12405,280,1
12405,308,1
12405,315,1
12405,317,1
12405,320,1
12405,326,1
12405,339,1
12405,359,1
12405,370,1
12405,387,1
12405,401,1
12405,407,1
12405,412,1
12406,11,2
12406,17,1
12406,23,1
12406,61,2
12406,78,1
12406,91,1
12406,100,1
12406,104,1
12406,122,1
12406,150,1
12406,187,1
12406,225,1
12406,228,1
12406,229,1
12406,237,2
12406,253,1
12406,254,1
12406,263,1
12406,268,1
12406,270,1
12406,276,1
12406,280,1
12406,315,2
12406,316,1
12406,317,1
12406,318,1
12406,320,1
12406,330,2
12406,351,1
12406,382,1
12406,384,2
12406,386,1
12406,389,1
12406,399,1
12406,401,1
12406,402,1
12406,405,1
12406,406,1
12406,434,1
12406,439,1
12406,441,1
12406,443,1
12406,444,1
12406,458,1
12406,480,1
12407,16,3
12407,40,1
12407,71,1
12407,77,1
12407,105,1
12407,112,3
12407,119,2
12407,183,1
12407,277,2
12407,278,1
12407,279,1
12407,280,2
12407,281,1
12407,308,1
12407,326,5
12407,380,2
12407,387,1
12407,391,2
12407,394,1
12407,402,1
12407,422,1
12407,425,1
12407,444,1
12408,21,2
12408,23,1
12408,24,3
12408,72,2
12408,73,1
12408,95,2
12408,103,1
12408,104,3
12408,193,1
12408,196,1
12408,198,1
12408,199,1
12408,201,1
12408,204,1
12408,206,1
12408,207,1
12408,211,2
12408,212,2
12408,229,1
12408,239,2
12408,269,1
12408,275,1
12408,301,1
12408,315,1
12408,317,2
12408,320,1
12408,326,5
12408,330,2
12408,332,3
12408,341,2
12408,369,4
12408,370,2
12408,431,1
12408,434,2
12408,438,2
12408,443,1
12408,456,1
12408,463,1
12408,479,2
12409,40,1
12409,41,1
12409,48,2
12409,94,2
12409,96,1
12409,110,1
12409,122,1
12409,146,1
12409,156,1
12409,188,1
12409,193,1
12409,204,1
12409,212,1
12409,218,2
12409,248,2
12409,250,1
12409,278,1
12409,280,1
12409,281,2
12409,293,1
12409,301,1
12409,303,1
12409,310,1
12409,316,1
12409,317,1
12409,320,2
12409,339,1
12409,340,2
12409,341,2
12409,351,1
12409,352,2
12409,355,1
12409,357,1
12409,362,2
12409,368,1
12409,370,1
12409,372,1
12409,389,1
12409,391,1
12409,396,1
12409,408,1
12409,410,1
12409,413,1
12409,420,2
12409,423,1
12409,433,1
12409,435,5
12409,438,1
12409,467,1
12409,479,2
12409,487,1
12409,496,1
12410,12,1
12410,326,1
12410,352,1
12410,377,1
12410,403,1
12410,466,1
12412,34,1
12412,55,2
12412,63,1
12412,91,1
12412,92,1
12412,104,2
12412,178,1
12412,187,1
12412,261,1
12412,271,1
12412,326,3
12412,331,1
12412,376,1
12412,381,1
12412,434,2
12412,444,2
12412,480,2
12413,1,1
12413,40,2
12413,74,2
12413,128,1
12413,195,1
12413,204,3
12413,258,1
12413,318,1
12413,326,3
12413,341,2
12413,344,2
12413,370,2
12413,411,1
12413,414,1
12413,415,1
12414,3,1
12414,4,1
12414,57,1
12414,279,1
12414,293,1
12414,294,1
12414,315,1
12414,317,1
12414,319,1
12414,326,3
12415,1,1
12415,2,1
12415,5,1
12415,8,4
12415,9,1
12415,10,5
12415,11,4
12415,14,1
12415,15,1
12415,17,1
12415,19,1
12415,21,1
12415,22,1
12415,23,1
12415,24,1
12415,34,1
12415,40,4
12415,45,1
12415,46,3
12415,48,2
12415,49,2
12415,53,1
12415,59,4
12415,63,1
12415,64,2
12415,65,1
12415,66,2
12415,78,1
12415,91,5
12415,100,2
12415,104,6
12415,107,1
12415,110,2
12415,111,1
12415,112,1
12415,125,4
12415,128,3
12415,134,1
12415,135,1
12415,142,2
12415,146,4
12415,147,1
12415,164,1
12415,174,1
12415,175,5
12415,177,2
12415,181,1
12415,185,1
12415,186,1
12415,187,1
12415,188,3
12415,195,4
12415,197,3
12415,202,1
12415,203,4
12415,204,4
12415,208,1
12415,209,1
12415,210,1
12415,211,1
12415,216,1
12415,218,4
12415,224,1
12415,227,1
12415,228,4
12415,229,5
12415,231,3
12415,232,4
12415,234,1
12415,235,4
12415,236,4
12415,238,1
12415,239,1
12415,240,2
12415,241,2
12415,248,4
12415,251,2
12415,252,3
12415,253,6
12415,254,1
12415,258,1
12415,259,1
12415,265,1
12415,273,1
12415,274,2
12415,275,1
12415,278,1
12415,279,2
12415,280,2
12415,281,2
12415,282,1
12415,285,2
12415,286,3
12415,290,2
12415,291,1
12415,293,2
12415,295,2
12415,301,2
12415,304,2
12415,310,2
12415,312,5
12415,313,1
12415,315,2
12415,317,2
12415,318,1
12415,319,2
12415,320,1
12415,326,2
12415,328,1
12415,330,4
12415,332,2
12415,333,1
12415,336,1
12415,337,5
12415,340,2
12415,342,2
12415,344,3
12415,345,2
12415,350,3
12415,352,5
12415,353,2
12415,354,4
12415,355,2
12415,356,2
12415,357,2
12415,358,2
12415,361,2
12415,362,4
12415,363,2
12415,366,1
12415,368,6
12415,370,4
12415,375,3
12415,376,3
12415,378,1
12415,381,3
12415,382,3
12415,383,3
12415,385,1
12415,387,6
12415,391,4
12415,393,3
12415,395,3
12415,396,1
12415,397,3
12415,398,4
12415,399,3
12415,400,1
12415,401,3
12415,402,2
12415,404,4
12415,407,3
12415,410,1
12415,411,3
12415,414,2
12415,415,2
12415,420,4
12415,431,1
12415,432,3
12415,433,2
12415,434,6
12415,435,2
12415,443,1
12415,444,1
12415,450,1
12415,452,1
12415,453,3
12415,458,1
12415,463,2
12415,482,2
12415,483,1
12415,485,2
12415,486,1
12415,487,1
12415,488,1
12415,491,2
12415,492,1
12415,494,3
12417,18,1
12417,22,1
12417,31,3
12417,40,1
12417,50,1
12417,53,1
12417,86,1
12417,95,1
12417,122,1
12417,133,1
12417,135,1
12417,140,1
12417,186,1
12417,188,1
12417,238,1
12417,279,1
12417,280,1
12417,281,1
12417,305,1
12417,308,1
12417,311,1
12417,313,1
12417,326,9
12417,332,4
12417,333,1
12417,352,4
12417,353,2
12417,354,2
12417,357,3
12417,358,2
12417,367,1
12417,368,1
12417,380,1
12417,387,2
12417,391,1
12417,394,1
12417,395,1
12417,398,1
12417,407,1
12417,411,1
12417,412,1
12417,468,1
12417,469,1
12417,470,1
12417,483,1
12417,485,1
12417,487,2
12417,489,1
12418,31,1
12418,40,1
12418,41,1
12418,111,1
12418,243,1
12418,246,1
12418,251,1
12418,252,1
12418,293,1
12418,301,1
12418,429,1
12418,432,1
12418,433,1
12418,435,1
12418,463,1
12418,480,1
12420,40,1
12420,325,1
12420,352,1
12420,387,1
12420,391,1
12421,18,1
12421,62,1
12421,71,2
12421,119,1
12421,137,3
12421,145,1
12421,247,1
12421,326,4
12421,338,1
12421,424,1
12421,437,2
12422,74,1
12422,122,1
12422,125,1
12422,128,1
12422,172,1
12422,186,1
12422,187,1
12422,188,1
12422,193,1
12422,194,1
12422,196,1
12422,199,1
12422,201,1
12422,211,1
12422,212,1
12422,227,1
12422,229,1
12422,230,1
12422,234,1
12422,238,1
12422,239,1
12422,326,1
12422,336,1
12422,344,1
12422,428,1
12423,31,1
12423,32,1
12423,72,3
12423,73,1
12423,74,1
12423,77,1
12423,95,2
12423,110,1
12423,119,1
12423,154,1
12423,156,1
12423,175,2
12423,182,1
12423,186,1
12423,196,1
12423,204,1
12423,206,1
12423,223,1
12423,235,1
12423,236,1
12423,242,2
12423,257,1
12423,267,1
12423,273,1
12423,274,1
12423,314,1
12423,320,1
12423,326,8
12423,330,3
12423,341,4
12423,342,1
12423,346,1
12423,350,1
12423,359,1
12423,364,1
12423,369,3
12423,370,3
12423,387,1
12423,422,1
12423,425,1
12423,427,1
12423,434,1
12423,438,1
12423,479,1
12424,40,1
12424,151,1
12424,286,1
12424,293,1
12424,361,1
12424,362,1
12424,386,1
12424,389,1
12424,435,1
12424,463,1
12425,30,1
12425,40,1
12425,72,1
12425,94,1
12425,112,1
12425,182,1
12425,183,1
12425,187,1
12425,207,1
12425,230,1
12425,235,1
12425,237,1
12425,242,1
12425,281,1
12425,318,1
12425,319,1
12425,341,1
12425,343,1
12425,362,1
12425,387,1
12425,391,1
12425,404,1
12425,413,1
12425,438,1
12426,43,1
12426,91,1
12426,162,1
12426,188,1
12426,260,1
12426,317,1
12426,318,1
12426,320,1
12426,326,1
12426,369,1
12426,370,1
12426,427,1
12426,434,1
12427,15,1
12427,77,1
12427,83,1
12427,84,1
12427,124,1
12427,326,3
12427,330,1
12427,435,1
12428,10,1
12428,18,1
12428,31,1
12428,47,1
12428,50,1
12428,52,1
12428,62,1
12428,63,1
12428,66,2
12428,67,2
12428,94,1
12428,109,1
12428,110,1
12428,117,2
12428,141,1
12428,169,1
12428,174,1
12428,175,1
12428,186,1
12428,187,1
12428,188,1
12428,197,1
12428,198,1
12428,200,1
12428,202,3
12428,203,1
12428,204,4
12428,205,2
12428,206,2
12428,209,1
12428,210,2
12428,212,2
12428,213,1
12428,247,1
12428,249,1
12428,271,1
12428,279,1
12428,281,1
12428,285,1
12428,293,2
12428,295,1
12428,303,1
12428,308,1
12428,311,2
12428,326,7
12428,339,3
12428,343,1
12428,344,1
12428,349,1
12428,362,1
12428,364,1
12428,369,1
12428,376,1
12428,378,1
12428,380,1
12428,387,1
12428,390,1
12428,398,1
12428,404,1
12428,407,1
12428,408,1
12428,409,1
12428,410,1
12428,411,1
12428,412,1
12428,414,2
12428,415,2
12428,432,1
12428,433,1
12428,439,1
12428,444,1
12428,461,1
12428,466,1
12428,467,1
12428,482,1
12428,485,1
12428,486,1
12428,487,1
12428,490,2
12429,16,1
12429,21,3
12429,22,3
12429,23,3
12429,24,3
12429,29,2
12429,32,1
12429,43,1
12429,45,1
12429,46,1
12429,138,1
12429,150,1
12429,183,1
12429,188,2
12429,229,1
12429,231,1
12429,251,1
12429,252,1
12429,275,1
12429,279,1
12429,281,1
12429,293,1
12429,326,3
12429,330,1
12429,334,1
12429,350,1
12429,352,1
12429,369,1
12429,370,1
12429,375,1
12429,388,1
12429,391,1
12429,395,1
12429,402,1
12430,252,1
12430,276,1
12430,326,1
12430,386,1
12430,499,1
12431,16,1
12431,21,5
12431,22,3
12431,23,2
12431,24,5
12431,40,2
12431,48,1
12431,49,1
12431,66,1
12431,74,1
12431,91,1
12431,108,3
12431,110,2
12431,111,4
12431,113,1
12431,122,2
12431,134,1
12431,135,2
12431,140,1
12431,146,1
12431,150,1
12431,159,4
12431,177,1
12431,178,1
12431,194,1
12431,204,1
12431,206,2
12431,211,1
12431,212,2
12431,213,1
12431,215,1
12431,226,1
12431,229,1
12431,235,3
12431,236,3
12431,237,1
12431,240,2
12431,242,1
12431,250,1
12431,253,1
12431,255,1
12431,257,3
12431,274,1
12431,286,1
12431,304,1
12431,310,1
12431,312,2
12431,326,2
12431,330,2
12431,341,1
12431,344,2
12431,345,1
12431,350,5
12431,352,1
12431,353,1
12431,354,1
12431,357,1
12431,363,1
12431,364,1
12431,368,2
12431,369,2
12431,370,2
12431,386,1
12431,389,1
12431,391,2
12431,393,2
12431,403,2
12431,407,1
12431,411,1
12431,415,1
12431,429,1
