CustomerID,No,cnt
12359,3599,1
12359,3611,2
12359,3619,1
12359,3620,1
12359,3642,1
12359,3644,1
12359,3646,1
12359,3651,1
12359,3652,1
12359,3655,1
12359,3659,1
12359,3660,1
12359,3661,1
12359,3664,1
12359,3673,1
12359,3741,1
12359,3754,3
12359,3807,1
12359,3841,1
12359,3845,1
12359,3863,1
12360,56,1
12360,139,1
12360,211,1
12360,262,1
12360,263,1
12360,264,1
12360,321,1
12360,458,1
12360,460,2
12360,466,2
12360,495,1
12360,518,1
12360,520,1
12360,555,1
12360,604,1
12360,613,1
12360,614,1
12360,688,1
12360,689,1
12360,690,1
12360,692,1
12360,693,2
12360,694,2
12360,695,1
12360,696,1
12360,728,1
12360,729,1
12360,730,1
12360,749,1
12360,773,1
12360,962,2
12360,985,3
12360,990,1
12360,995,1
12360,1190,1
12360,1192,1
12360,1196,1
12360,1198,1
12360,1257,1
12360,1263,1
12360,1377,1
12360,1504,1
12360,1505,2
12360,1513,1
12360,1526,1
12360,1752,1
12360,1756,1
12360,1760,1
12360,1764,1
12360,1790,1
12360,1791,1
12360,1801,1
12360,1877,1
12360,1920,1
12360,1955,3
12360,1982,1
12360,2048,1
12360,2222,1
12360,2224,1
12360,2254,1
12360,2263,1
12360,2264,1
12360,2415,1
12360,2492,1
12360,2520,2
12360,2550,1
12360,2570,1
12360,2572,1
12360,2573,1
12360,2574,1
12360,2575,2
12360,2613,3
12360,2723,3
12360,2727,1
12360,2728,1
12360,2730,1
12360,2736,2
12360,2764,1
12360,2805,1
12360,2815,1
12360,2840,1
12360,2841,1
12360,2878,3
12360,2880,3
12360,2951,1
12360,2953,1
12360,2966,1
12360,2988,1
12360,2997,1
12360,2998,1
12360,3056,1
12360,3059,1
12360,3107,1
12360,3152,1
12360,3153,1
12360,3222,2
12360,3312,1
12360,3314,1
12360,3364,3
12360,3419,1
12360,3462,1
12360,3672,1
12360,3674,1
12360,3760,1
12360,3782,1
12361,775,1
12361,990,1
12361,1943,1
12361,1946,1
12361,1952,1
12361,2573,1
12361,2613,1
12361,2878,1
12361,2880,1
12361,3319,1
12362,12,1
12362,14,1
12362,124,1
12362,127,1
12362,128,1
12362,131,1
12362,133,1
12362,134,2
12362,137,2
12362,138,3
12362,211,1
12362,248,1
12362,252,1
12362,256,1
12362,262,1
12362,313,1
12362,323,1
12362,411,1
12362,518,1
12362,519,2
12362,526,1
12362,548,1
12362,562,1
12362,580,1
12362,607,1
12362,609,1
12362,613,2
12362,619,1
12362,666,1
12362,684,1
12362,689,1
12362,690,1
12362,691,2
12362,694,1
12362,696,2
12362,721,1
12362,740,2
12362,741,2
12362,742,2
12362,772,1
12362,773,1
12362,775,2
12362,961,1
12362,962,3
12362,974,1
12362,985,1
12362,986,1
12362,987,1
12362,988,1
12362,990,5
12362,991,1
12362,1009,1
12362,1011,1
12362,1020,1
12362,1026,1
12362,1028,1
12362,1081,2
12362,1084,2
12362,1156,1
12362,1174,1
12362,1192,1
12362,1197,1
12362,1198,2
12362,1205,1
12362,1207,1
12362,1208,1
12362,1239,1
12362,1377,2
12362,1397,1
12362,1462,1
12362,1595,1
12362,1662,1
12362,1674,1
12362,1676,1
12362,1726,1
12362,1752,1
12362,1761,2
12362,1764,1
12362,1769,2
12362,1770,1
12362,1774,1
12362,1877,1
12362,1921,1
12362,1937,2
12362,1938,2
12362,1940,3
12362,1943,2
12362,1946,2
12362,1948,2
12362,1950,2
12362,1951,2
12362,1952,3
12362,1953,4
12362,1955,3
12362,1976,1
12362,1989,1
12362,1990,1
12362,2047,1
12362,2048,1
12362,2098,1
12362,2111,1
12362,2112,1
12362,2224,1
12362,2225,1
12362,2226,1
12362,2229,1
12362,2233,1
12362,2251,1
12362,2253,2
12362,2255,1
12362,2278,1
12362,2311,1
12362,2313,1
12362,2333,1
12362,2346,1
12362,2366,1
12362,2391,1
12362,2400,1
12362,2405,1
12362,2459,1
12362,2567,1
12362,2572,2
12362,2573,1
12362,2574,1
12362,2575,3
12362,2601,1
12362,2613,10
12362,2660,1
12362,2691,1
12362,2709,1
12362,2710,1
12362,2727,1
12362,2730,3
12362,2735,1
12362,2738,1
12362,2742,1
12362,2749,1
12362,2755,1
12362,2762,1
12362,2770,1
12362,2771,1
12362,2773,1
12362,2777,2
12362,2780,1
12362,2808,1
12362,2810,1
12362,2815,1
12362,2867,2
12362,2878,3
12362,2880,4
12362,2881,1
12362,2913,1
12362,2938,1
12362,2943,1
12362,2952,1
12362,2957,1
12362,2958,1
12362,2959,1
12362,2970,1
12362,2997,1
12362,3014,2
12362,3016,1
12362,3040,1
12362,3042,1
12362,3066,1
12362,3077,1
12362,3097,1
12362,3099,1
12362,3107,1
12362,3121,1
12362,3135,1
12362,3157,1
12362,3164,1
12362,3202,1
12362,3275,1
12362,3281,1
12362,3312,1
12362,3313,1
12362,3314,1
12362,3315,2
12362,3316,2
12362,3319,6
12362,3320,2
12362,3364,1
12362,3387,1
12362,3394,1
12362,3417,2
12362,3425,1
12362,3435,1
12362,3468,1
12362,3527,1
12362,3565,1
12362,3617,1
12362,3632,1
12362,3670,1
12362,3672,1
12362,3675,1
12362,3761,1
12362,3762,2
12362,3778,1
12362,3786,1
12363,51,1
12363,98,1
12363,100,1
12363,104,1
12363,324,1
12363,520,1
12363,1016,1
12363,1020,1
12363,1029,1
12363,2268,1
12363,2269,1
12363,2271,1
12363,2272,1
12363,3023,1
12363,3024,1
12363,3092,1
12363,3093,1
12363,3100,1
12363,3101,1
12363,3102,1
12363,3103,1
12363,3353,1
12363,3565,1
12364,55,1
12364,56,1
12364,57,1
12364,76,1
12364,97,1
12364,100,1
12364,321,1
12364,431,1
12364,470,1
12364,540,2
12364,605,1
12364,607,1
12364,2055,1
12364,2117,1
12364,2252,1
12364,2253,2
12364,2254,2
12364,2255,2
12364,2263,2
12364,2264,2
12364,2268,1
12364,2269,1
12364,2271,1
12364,2272,1
12364,2311,1
12364,2346,1
12364,2354,1
12364,2355,1
12364,2357,1
12364,2358,1
12364,2359,1
12364,2411,1
12364,2424,1
12364,2483,1
12364,2525,1
12364,2613,4
12364,2725,1
12364,2751,1
12364,2812,1
12364,2817,2
12364,3064,1
12364,3088,1
12364,3089,1
12364,3094,2
12364,3100,1
12364,3101,1
12364,3102,1
12364,3103,1
12364,3107,2
12364,3152,2
12364,3153,2
12364,3220,2
12364,3227,1
12364,3230,1
12364,3235,1
12364,3314,1
12364,3318,1
12364,3327,1
12364,3418,1
12364,3594,1
12364,3767,1
12364,3813,1
12364,3817,1
12364,3818,1
12364,3820,1
12364,3830,1
12364,3832,1
12364,3834,1
12364,3836,1
12364,3837,1
12365,169,1
12365,204,1
12365,317,1
12365,855,1
12365,856,1
12365,1507,1
12365,1562,1
12365,1984,2
12365,2256,1
12365,2349,1
12365,2444,1
12365,2528,1
12365,2770,1
12365,2867,1
12365,3024,1
12365,3027,1
12365,3117,1
12365,3328,1
12365,3446,1
12365,3447,1
12365,3448,1
12365,3713,1
12367,775,1
12367,990,1
12367,1877,1
12367,1920,1
12367,2193,1
12367,2613,1
12367,3060,1
12367,3237,1
12367,3318,1
12367,3319,1
12367,3820,1
12370,10,1
12370,42,1
12370,60,1
12370,126,1
12370,155,1
12370,157,1
12370,185,1
12370,190,1
12370,196,1
12370,208,2
12370,219,1
12370,431,1
12370,525,1
12370,553,1
12370,586,1
12370,587,1
12370,640,1
12370,674,1
12370,698,1
12370,699,1
12370,707,1
12370,708,1
12370,713,1
12370,714,1
12370,732,1
12370,846,1
12370,855,1
12370,856,1
12370,969,1
12370,1061,1
12370,1146,1
12370,1156,1
12370,1158,2
12370,1164,1
12370,1189,1
12370,1191,1
12370,1193,2
12370,1194,3
12370,1195,1
12370,1196,2
12370,1197,2
12370,1198,1
12370,1199,1
12370,1203,1
12370,1205,1
12370,1206,3
12370,1207,1
12370,1208,2
12370,1214,1
12370,1225,1
12370,1286,1
12370,1396,1
12370,1469,1
12370,1523,2
12370,1524,1
12370,1557,1
12370,1561,1
12370,1563,1
12370,1576,2
12370,1581,1
12370,1588,1
12370,1596,1
12370,1599,1
12370,1602,1
12370,1603,1
12370,1698,1
12370,1726,1
12370,1739,1
12370,1741,1
12370,1742,1
12370,1819,3
12370,1828,1
12370,1829,2
12370,1837,1
12370,1905,2
12370,1972,1
12370,1973,1
12370,1995,1
12370,2006,1
12370,2033,1
12370,2055,1
12370,2156,1
12370,2190,1
12370,2191,1
12370,2266,1
12370,2309,1
12370,2314,1
12370,2318,1
12370,2319,1
12370,2346,1
12370,2393,1
12370,2444,1
12370,2468,3
12370,2483,1
12370,2490,1
12370,2602,1
12370,2603,1
12370,2604,1
12370,2605,1
12370,2613,1
12370,2697,3
12370,2702,1
12370,2729,1
12370,2841,1
12370,2912,1
12370,2930,1
12370,2963,1
12370,2964,1
12370,3156,1
12370,3220,1
12370,3254,1
12370,3262,1
12370,3274,1
12370,3287,1
12370,3307,1
12370,3308,1
12370,3309,1
12370,3310,1
12370,3311,1
12370,3345,1
12370,3357,1
12370,3358,1
12370,3389,1
12370,3401,1
12370,3402,1
12370,3438,1
12370,3445,1
12370,3446,1
12370,3447,1
12370,3448,1
12370,3452,1
12370,3494,1
12370,3673,1
12370,3706,2
12370,3710,1
12370,3713,1
12370,3717,1
12370,3729,3
12370,3742,1
12370,3743,1
12370,3767,1
12370,3769,2
12370,3870,1
12371,33,1
12371,41,1
12371,68,1
12371,69,1
12371,70,1
12371,123,1
12371,190,1
12371,204,1
12371,718,1
12371,719,1
12371,888,1
12371,1142,1
12371,1174,1
12371,1333,1
12371,1334,1
12371,1367,1
12371,1368,1
12371,1469,1
12371,1524,1
12371,1544,1
12371,1546,1
12371,1549,1
12371,1550,1
12371,1662,1
12371,1666,1
12371,1667,1
12371,1803,1
12371,1929,1
12371,1935,1
12371,1943,1
12371,1955,1
12371,1977,1
12371,2188,1
12371,2189,1
12371,2190,1
12371,2191,1
12371,2208,1
12371,2409,1
12371,2603,1
12371,2613,1
12371,2770,1
12371,2808,1
12371,2815,1
12371,2852,1
12371,2853,1
12371,2868,1
12371,2869,1
12371,2923,1
12371,2942,1
12371,3055,1
12371,3057,1
12371,3058,1
12371,3059,1
12371,3060,1
12371,3070,1
12371,3206,1
12371,3222,1
12371,3252,1
12371,3301,1
12371,3357,1
12371,3452,1
12371,3621,1
12371,3721,1
12372,128,2
12372,129,1
12372,262,1
12372,775,2
12372,990,3
12372,1579,1
12372,1641,2
12372,1953,2
12372,2038,1
12372,2040,1
12372,2041,1
12372,2044,1
12372,2570,3
12372,2572,2
12372,2573,2
12372,2613,3
12372,2730,2
12372,2875,1
12372,2878,2
12372,2880,3
12372,2881,1
12372,2913,1
12372,3318,1
12372,3319,3
12372,3443,1
12372,3588,1
12372,3782,1
12372,3813,1
12372,3816,1
12372,3825,1
12372,3832,1
12372,3834,1
12372,3837,1
12372,3840,1
12373,668,1
12373,1174,1
12373,1756,1
12373,1761,1
12373,1771,1
12373,1774,1
12373,1938,1
12373,1952,1
12373,2571,1
12373,2613,1
12373,2726,1
12373,2878,1
12373,2880,1
12373,3781,1
12374,52,1
12374,53,1
12374,63,1
12374,64,1
12374,90,1
12374,91,1
12374,104,1
12374,604,1
12374,641,1
12374,722,1
12374,728,1
12374,783,1
12374,855,1
12374,1158,1
12374,1377,1
12374,1469,1
12374,1524,1
12374,1527,1
12374,1528,1
12374,1668,1
12374,1790,1
12374,1791,1
12374,2093,1
12374,2613,1
12374,2770,1
12374,2808,1
12374,2820,1
12374,2827,1
12374,2902,1
12374,3074,1
12374,3082,1
12374,3379,1
12374,3464,1
12375,211,1
12375,668,1
12375,669,1
12375,692,1
12375,694,1
12375,1749,2
12375,1756,1
12375,1758,2
12375,1760,1
12375,1769,2
12375,1771,1
12375,1773,1
12375,2613,2
12375,3781,1
12377,133,1
12377,134,1
12377,135,1
12377,136,1
12377,137,1
12377,138,1
12377,319,1
12377,393,1
12377,417,1
12377,431,1
12377,589,1
12377,602,1
12377,605,1
12377,612,1
12377,689,1
12377,721,1
12377,722,1
12377,775,1
12377,808,1
12377,810,1
12377,811,1
12377,812,1
12377,852,1
12377,943,1
12377,962,1
12377,990,1
12377,1156,1
12377,1169,1
12377,1224,1
12377,1291,1
12377,1347,1
12377,1656,1
12377,1664,1
12377,1919,1
12377,1953,1
12377,2037,1
12377,2038,2
12377,2040,2
12377,2041,1
12377,2043,1
12377,2044,2
12377,2080,1
12377,2189,1
12377,2222,1
12377,2311,1
12377,2397,1
12377,2408,1
12377,2410,1
12377,2419,1
12377,2488,1
12377,2566,1
12377,2570,1
12377,2572,1
12377,2573,1
12377,2605,1
12377,2613,1
12377,2730,1
12377,2838,2
12377,2878,1
12377,2880,1
12377,2914,1
12377,3107,1
12377,3153,1
12377,3164,1
12377,3271,1
12377,3314,2
12377,3319,1
12377,3363,1
12377,3364,1
12377,3453,1
12377,3767,1
12377,3779,1
12378,2,1
12378,19,1
12378,21,1
12378,37,1
12378,43,1
12378,44,1
12378,46,1
12378,60,1
12378,92,1
12378,95,1
12378,111,1
12378,128,1
12378,130,1
12378,134,1
12378,136,1
12378,137,1
12378,219,1
12378,256,1
12378,265,1
12378,317,1
12378,318,1
12378,380,1
12378,406,1
12378,431,1
12378,458,1
12378,460,1
12378,466,1
12378,473,1
12378,495,1
12378,519,1
12378,530,1
12378,541,1
12378,609,1
12378,619,1
12378,648,1
12378,690,1
12378,691,1
12378,694,1
12378,695,1
12378,696,1
12378,720,1
12378,741,1
12378,742,1
12378,744,1
12378,756,1
12378,759,1
12378,775,1
12378,840,1
12378,854,1
12378,864,1
12378,962,1
12378,963,1
12378,972,1
12378,995,1
12378,1007,1
12378,1020,1
12378,1021,1
12378,1024,1
12378,1030,1
12378,1037,1
12378,1061,1
12378,1138,1
12378,1139,1
12378,1187,1
12378,1188,1
12378,1198,1
12378,1199,1
12378,1228,1
12378,1272,1
12378,1273,1
12378,1276,1
12378,1331,1
12378,1379,1
12378,1388,1
12378,1396,1
12378,1504,1
12378,1505,1
12378,1513,1
12378,1526,1
12378,1534,1
12378,1609,1
12378,1641,1
12378,1675,1
12378,1776,1
12378,1801,1
12378,1862,1
12378,1870,1
12378,1936,1
12378,1937,1
12378,1938,1
12378,1939,1
12378,1942,1
12378,1943,1
12378,1948,1
12378,1953,1
12378,1963,1
12378,1968,1
12378,1980,1
12378,1982,1
12378,1990,1
12378,2056,1
12378,2062,1
12378,2088,1
12378,2109,1
12378,2118,1
12378,2189,1
12378,2190,1
12378,2232,1
12378,2236,1
12378,2243,1
12378,2246,1
12378,2251,1
12378,2252,1
12378,2254,1
12378,2256,1
12378,2258,1
12378,2259,1
12378,2261,1
12378,2263,1
12378,2264,1
12378,2271,1
12378,2273,1
12378,2298,1
12378,2305,1
12378,2368,1
12378,2399,1
12378,2415,1
12378,2416,1
12378,2459,1
12378,2483,1
12378,2517,1
12378,2520,1
12378,2522,1
12378,2532,1
12378,2550,1
12378,2602,1
12378,2603,1
12378,2604,1
12378,2605,1
12378,2685,1
12378,2710,1
12378,2719,1
12378,2723,1
12378,2727,1
12378,2728,1
12378,2730,1
12378,2731,1
12378,2732,1
12378,2735,1
12378,2736,1
12378,2737,1
12378,2741,1
12378,2755,1
12378,2760,1
12378,2762,1
12378,2764,1
12378,2782,1
12378,2812,1
12378,2813,1
12378,2816,1
12378,2819,1
12378,2820,1
12378,2873,1
12378,2874,1
12378,2875,1
12378,2878,1
12378,2880,1
12378,2944,1
12378,2945,1
12378,2970,1
12378,2985,1
12378,2987,1
12378,3002,1
12378,3009,1
12378,3027,1
12378,3056,1
12378,3058,1
12378,3059,1
12378,3060,1
12378,3070,1
12378,3076,1
12378,3091,1
12378,3095,1
12378,3107,1
12378,3108,1
12378,3152,1
12378,3153,1
12378,3164,1
12378,3185,1
12378,3203,1
12378,3214,1
12378,3222,1
12378,3230,1
12378,3313,1
12378,3319,1
12378,3327,1
12378,3364,1
12378,3372,1
12378,3374,1
12378,3423,1
12378,3424,1
12378,3479,1
12378,3485,1
12378,3487,1
12378,3497,1
12378,3570,1
12378,3579,1
12378,3608,1
12378,3609,1
12378,3610,1
12378,3614,1
12378,3672,1
12378,3675,1
12378,3724,1
12378,3765,1
12378,3769,1
12378,3808,1
12378,3819,1
12378,3837,1
12379,666,1
12379,695,1
12379,775,1
12379,808,1
12379,810,1
12379,812,1
12379,977,1
12379,1504,1
